	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Mgll	4.338728204	4.653241094	4.775464878	5.843484749	6.916482461	6.670228417	6.001091848	5.972527234	6.136943712	5.495194443	5.591180513	5.246884962	6.019624524	5.883292378	5.134154894	5.585589596	5.868123336	6.014819548	4.988486267	4.989278935	4.875311305	5.16209178	6.030329442	5.808990549	5.437620425	5.267867494	5.333886785	6.183067842	5.868704194	5.730344527	7.172317375	7.489996069	7.325861881	7.532088627	7.241404554	8.558550087	7.452062663	7.843578089	7.718782229	8.940584899	4.823926165	6.562778171	6.273490896	6.287475597	5.330033321	5.675069703	6.033572433	6.312889254	4.423244246	5.214262625	5.544612527	6.215364291	5.94508343	6.886420829	7.574580706	7.667429148	7.619534502	8.148017362
Mgst3	6.74327534	6.643155735	6.136511692	6.14761734	5.724729865	5.512633457	5.718351473	5.32083493	5.606731683	6.074063345	6.07508899	6.358489855	6.270261509	6.15284844	6.079678711	6.174376966	6.035796634	6.697115369	6.680792955	6.430754304	6.084567971	5.839709315	5.410510983	5.155020121	5.360554041	5.656988973	5.767378001	6.265092439	6.506596133	6.844031384	7.341609196	7.432435743	7.22976537	7.679570205	8.114891449	8.591943246	7.201049758	7.527369073	7.885273288	8.494391385	6.184813062	6.087986011	5.944811479	5.924949277	6.951784871	6.552899092	6.433516374	6.340195095	6.417564709	5.504904154	5.604326266	5.913812953	7.217174683	7.470441114	7.637623274	7.742605989	7.721466771	7.918214064
Mical1	8.819569011	8.553174658	8.899025104	7.277220674	6.014452098	5.294862907	5.636007789	5.3023431	5.969600517	7.087852621	7.430713935	7.960940635	7.965896859	8.091081051	7.996891971	8.121487749	7.974093046	8.622716755	8.914818504	8.57639948	7.972725945	7.42248801	6.776969819	6.662319625	7.223776141	7.805578661	7.574918566	7.83941217	7.900477266	8.541395497	8.586105259	8.888443281	8.841445415	9.009861087	8.755625775	9.089664551	8.795959275	8.891322788	8.454793663	8.840431995	8.569784819	7.337704679	5.528030685	6.850582933	8.065692212	8.144664216	8.083432719	8.282402347	8.445651266	7.491792128	7.403623994	7.804476041	8.757293332	8.488419538	8.860749382	8.703772422	8.725743423	8.642067655
Mina	9.74072171	8.679545344	8.737686224	9.907735225	10.28164866	10.27054963	10.68031288	10.53081172	10.32076751	10.34476086	10.37872503	9.821729555	9.889692679	9.817835999	9.718356773	9.774971489	9.749483039	9.725715458	9.510276053	8.872900397	8.93562429	10.04675936	10.27276475	10.27000123	10.52660748	10.68635665	10.58730828	10.72831699	10.86446837	10.83957723	10.87890038	10.59762791	10.68672337	10.47604591	10.70311395	10.53171681	10.77706461	10.70034025	10.91658627	10.712479	8.761452677	9.915975743	10.60320767	10.54852164	9.912461805	9.825573531	9.838934201	9.90655161	8.860128707	9.912115715	10.44252562	10.9731656	10.62360008	10.84709899	10.77853129	10.80805026	10.86929727	10.90269296
Minpp1	9.525286879	9.812793914	9.268218554	9.929193769	9.900482308	10.30763566	10.19595078	10.25103807	10.22921749	10.04917884	10.00141149	9.905935413	9.690337747	9.703235866	9.653748023	9.623248575	9.834640135	9.513606122	9.689821704	9.338519221	8.774829495	9.801954865	9.742696539	10.0274432	9.886897705	10.02538649	9.864839918	9.58634896	9.588723249	9.621601973	9.481064957	9.361422189	9.213903198	9.18426236	9.270691958	8.924475619	9.388286003	9.280548216	9.206065119	8.794084671	9.684637382	9.861637087	10.28417178	10.15488648	10.06175793	9.938927919	9.767310179	9.70714387	9.533076731	9.63148424	9.909641256	9.667063157	9.509841199	9.448311639	9.350567018	9.43364848	9.371452672	9.408600245
Mllt3	9.087669982	8.905911923	8.814592923	7.809757941	6.883149701	7.317634579	7.477602729	7.51363499	7.70153598	8.333758269	8.131058974	7.659863132	7.829465773	7.904532035	7.832746322	8.040899193	8.093266775	8.171419067	9.228012873	9.164920809	8.601505223	8.094846942	7.053598767	7.442790528	7.54013218	8.004218841	8.030438865	8.193899727	7.815419321	7.554097281	7.453086254	7.482697666	7.375328168	7.457102789	7.384881793	7.810673408	7.518465104	7.428524842	7.01998311	7.180238176	8.87900109	7.735353955	7.466738081	8.34256533	8.029295841	8.237210515	7.967184447	8.200209967	9.075415195	7.958194543	7.473649363	7.937525697	7.679769274	7.608423912	7.501748361	7.289596825	7.236437773	7.07322822
Mllt6	6.462800186	6.556191762	5.677728364	5.824938691	6.452961506	6.151414916	6.600148987	6.419591657	5.57408976	6.057505701	6.074339926	6.146889322	5.816076119	5.658354262	5.798309646	5.481470677	5.821770872	5.619011667	6.332095722	5.945146849	6.26104056	6.730246168	7.636723322	6.893531243	6.967198555	7.196761897	6.965124219	6.860688902	7.075306031	6.807712527	6.916711605	6.557999583	6.444214842	6.181590511	6.693645826	6.51678894	6.609578285	6.356701715	6.656065355	6.669011789	6.475804903	5.740362566	6.311626639	6.376521706	6.243638888	5.998070965	5.881692834	5.560021306	6.72982804	7.056665141	6.943333852	6.810725812	6.717143701	6.67601857	6.544640598	6.51110691	6.393767638	6.30723866
Mmachc	5.315929048	4.920884768	5.52333036	7.607526164	7.825864639	8.570830976	8.509482068	8.824517453	8.835846367	8.709883412	8.694358653	8.57286398	8.378826154	8.368678801	8.534920361	8.441513842	8.436298312	8.121839965	5.783050453	4.891568835	5.520982634	7.304359639	7.736684013	8.371762938	8.390654762	8.863052739	8.949923288	9.027930668	8.775192652	8.668146432	8.370533187	8.198369799	8.348444093	8.086578339	7.86317664	7.506517761	8.287272883	8.228115334	8.017441468	7.291391086	4.723494714	7.46914561	8.51274152	9.14582046	8.501080152	8.590198479	8.629335082	8.498775465	5.29167555	7.233755331	8.295304339	8.912519504	8.583478289	8.229338578	8.175251349	8.14296894	8.33530696	8.051326721
Mmd	8.192839888	7.722856817	8.266134127	9.247000183	9.302421396	9.233484817	9.4699196	9.210751043	8.936502546	8.91399339	9.10025082	9.354599776	9.342049487	9.280926869	9.308418775	9.036213712	9.505366169	8.862829916	8.124579415	6.978354654	7.055283743	8.308003932	8.536493857	8.342794013	8.246403518	7.865310157	8.001798019	8.544302723	9.07128414	9.248502266	9.281914939	9.037722423	9.171193408	8.832243487	9.289683634	8.319167652	9.031579093	8.675412078	8.860776396	7.864516811	7.769287374	9.13985645	9.435409498	9.040608314	9.354984091	9.302687986	9.174300921	8.832628329	7.616052563	8.376339938	8.130208429	8.528806164	9.220776911	9.184361852	9.169314934	9.065899772	8.950154191	8.687188227
Mnda	10.33682542	10.07787348	9.568496259	9.49491483	8.858110242	8.576056549	7.867383813	7.718414415	7.634981111	8.036950621	7.866295241	8.881981875	8.862483255	9.478479451	9.552988339	10.0833338	9.805364809	9.475733531	10.73706462	10.71029392	10.84509001	9.240377814	7.566493814	6.831999213	6.438630295	5.525791111	5.391223147	4.321928095	4.321928095	4.94127997	4.994879562	5.431964851	4.522594361	5.291841653	4.321928095	4.321928095	4.530411941	5.301738893	4.321928095	4.321928095	10.51664902	9.163829581	8.077864851	8.037816845	9.454438233	10.18051474	9.763705708	9.850735041	10.89056988	9.397165893	6.503930396	4.606465993	4.331927439	4.749521409	4.750556904	4.431163515	4.962783798	4.321928095
Moap1	7.892041534	8.034527461	8.171190189	8.276214337	7.97866917	8.085125791	8.133363327	8.187244251	8.215094723	8.522934909	8.91054458	8.986299447	8.944417741	8.922622812	8.889964827	8.898549852	8.872974724	8.685347887	7.99987532	8.056650975	8.237544603	8.426659736	8.146088186	8.169295463	8.097201835	8.374669507	8.197718631	8.670782126	8.706021859	8.719696321	8.559993036	8.403843065	8.451856386	8.407687246	8.420976185	8.084154762	8.549840474	8.51691551	8.452265659	8.114295906	8.064964302	8.300389141	8.145601127	8.840719254	8.975265019	8.937891029	9.086439418	8.885174346	7.850986313	8.2397176	7.9224602	8.606848352	8.706604595	8.511985775	8.537052045	8.303895891	8.627980983	8.371258251
Mpdu1	8.137569705	8.806140104	8.361551721	6.91539394	8.062370387	7.764179493	8.586691	8.802201596	8.666826258	8.61066792	8.861747704	9.178807652	9.111581741	9.102922121	9.259035813	9.018663808	9.242059103	9.090017747	7.555489818	7.87098367	8.412674008	7.575644713	8.332368249	8.068173008	8.392681499	8.720864614	8.447704278	8.401294175	8.532383551	8.995122694	8.928240293	8.860025737	8.96642512	8.977589043	8.812168432	8.686381069	8.868291431	8.853588228	8.811213381	8.640766382	8.441919033	8.049931661	8.463116781	8.81258758	8.85708197	8.79243529	9.113508506	9.095640324	8.521351463	8.035572257	8.469847198	8.654969828	8.764272384	8.493464941	8.832768784	8.704816138	8.917161244	8.752177894
Mpp1	9.487733279	8.989711986	8.278611196	7.723809928	7.034166863	7.564186609	7.512752193	7.774072385	7.801559924	8.136459805	8.25193946	8.398987658	8.14888573	8.463395767	8.182478358	8.254895288	8.108143869	8.633786584	9.533722983	8.990520481	8.426223075	7.676068759	7.233771488	7.35425041	7.241053821	7.756730816	7.576963969	7.758580346	7.778687241	8.0958004	8.489176715	8.686501039	8.706703734	8.821635318	9.376610954	9.582918168	8.74568124	8.853369466	8.950884905	9.267397276	8.88519314	7.76186859	7.547216135	8.249130186	8.58581931	8.607044742	8.266044702	8.474358095	9.005997629	7.522406681	7.476810483	7.768838243	8.126798657	8.555654007	8.880575904	9.187572938	8.847647764	9.053914342
Ms4a4b	13.07729073	12.82749025	12.20389601	11.40666921	10.9502909	9.986626682	10.73653822	11.35866997	10.67684808	11.24369587	11.00192069	11.2412571	10.96386323	10.77787765	11.01783017	10.68663327	10.14891678	10.33845357	12.82206904	12.7340155	12.61369276	11.3780044	10.4244666	8.664266104	9.485768603	9.527600765	8.039817449	7.584358533	6.410533008	6.806172059	7.17975855	6.484659677	6.027749507	6.431427831	4.321928095	4.92019919	6.312441433	6.304409262	4.321928095	4.321928095	13.14833116	11.40047693	10.553254	11.3530704	11.24034947	10.75918335	10.60798573	10.47257517	13.21322218	11.7601673	9.391046074	7.350307736	6.827866955	6.653323411	6.14398647	5.190560606	5.927325384	4.650248536
Ms4a4c	7.399852965	6.920140609	6.82512102	7.424088795	6.411070622	6.119950768	6.017348301	6.661141836	6.595009351	6.536544498	6.268374854	7.059930563	6.907495446	6.632097742	7.240851572	7.174416641	6.738715562	7.670467236	7.416296015	7.276929898	7.767606747	6.571436786	5.880697628	5.551675056	5.079021029	5.036442825	4.826152539	4.552297747	4.321928095	4.355807121	4.321928095	4.611484971	4.498747397	4.863298611	4.324162677	4.321928095	4.340860548	4.321928095	4.39761926	4.442959259	7.453949584	6.944181025	6.127911679	6.594337335	6.885542664	6.868023531	6.984060899	7.044613476	7.844251704	6.547235016	5.189743217	4.612891791	4.321928095	4.517538331	4.750556904	4.576382559	4.565178017	4.321928095
Ms4a6c	8.228111727	7.612405199	7.044645919	6.967616022	6.724948118	6.123647223	6.020482383	6.157182783	6.152235831	5.984396877	6.494921245	7.178128677	6.881152459	6.256250742	6.379482179	6.36669125	6.498135542	6.275842438	8.492695015	8.070731153	8.048082268	7.295430071	6.327414389	5.510793825	5.471607432	5.296144242	5.19833722	5.346040877	5.16776617	5.206911924	5.406076042	5.298689032	4.868168644	4.850523984	5.080893434	5.047935548	4.996427615	4.960012237	5.128792094	5.215672039	7.859472515	7.369442877	6.100294964	6.223981947	6.861604859	6.864265594	6.646569854	6.434609993	8.196400224	7.081950509	5.127440725	4.850914188	5.309099805	4.869564342	4.915861616	4.943045721	5.145709162	4.931787184
Mta3	9.309269512	9.054140942	8.33262362	7.507642336	7.050641687	7.06684348	7.540743822	7.826868262	7.671685864	7.849779547	7.879891484	7.975088744	8.073395379	8.082006041	7.914246407	7.843684526	7.821337426	7.980206803	9.210016428	9.035831579	8.346413187	7.532036518	7.848883914	7.671378429	8.261836666	8.252658792	8.115633575	8.244306269	8.179134727	8.315957064	8.356652164	8.350024851	8.471029087	8.438188962	8.603732067	8.640154998	8.375132953	8.335846069	8.369746496	8.666716845	9.207086954	7.605239607	7.509561858	7.984324616	7.960191634	7.872864897	7.859575269	7.902047942	9.302548836	7.704613375	8.208123704	8.232740578	8.377720118	8.462870751	8.366681823	8.445538092	8.356342677	8.379710204
Mtss1	9.798344198	9.6732546	8.573009526	8.142848121	7.340010168	6.812721101	6.570527356	6.714430685	6.719526079	7.695415027	7.48430061	7.523984664	7.61073545	7.687703972	7.796759066	7.8250125	7.6387773	7.68744107	9.789764165	9.683198737	8.479777216	8.088751659	8.200419782	7.738448574	7.821631533	7.598052175	7.871235304	8.628939737	8.137707925	8.143546221	7.960386974	7.957636069	7.891714535	7.946026987	8.017440919	8.410944691	7.812786791	7.967888002	8.272359806	8.845404535	9.498825153	8.263235699	6.463680531	7.609588195	7.718891547	7.656969534	7.805456345	7.745172245	9.569312813	8.003904928	7.814890874	8.06977949	8.294957765	8.08998051	7.887434917	7.907187188	7.88369672	7.993579561
Mvp	6.094162547	6.064575558	6.626724397	6.201384145	7.10864671	6.317836562	6.874694823	7.000570718	6.641372185	6.307992421	6.236444947	5.627592994	6.090590061	5.855174348	6.093627885	6.144965813	6.280945384	6.112302522	5.768266788	5.990719717	6.968299544	6.807381089	7.239517868	6.777168959	7.052573139	7.344936447	6.955909608	6.594942158	6.449342121	6.159133534	6.393854072	6.767074795	6.691368666	6.59290969	7.076368073	7.145699174	6.464209495	6.808345593	7.134168608	7.642913902	6.188774912	7.424513018	6.926054389	6.605783914	5.828218004	5.993850989	6.107211475	6.092064683	6.705376267	7.629837064	7.107247489	6.763238404	6.18718582	5.833954054	6.862649392	7.082275023	6.847955206	7.197654271
Mxi1	7.734444204	9.140418355	9.434564294	7.176727734	5.545786758	5.69073306	5.850098836	5.880259111	5.897143818	6.645954803	6.751709584	6.819923062	6.810775194	6.787117768	6.992087044	7.334336796	6.753218334	6.810773087	8.064706027	8.874912057	9.096230253	7.134399295	6.247112382	6.137444211	6.317670927	6.247915969	6.78426303	7.517210705	7.425556718	7.373977935	7.986520646	9.027377854	8.770674547	9.514865733	8.950385524	10.49206789	8.58906952	9.323201291	8.910111259	10.40062072	9.158045521	7.104410396	5.687868541	6.947285014	6.793029845	6.893328697	6.987467032	6.983344857	8.982732916	7.038714418	5.944370667	7.279146264	7.62463132	8.380631646	8.95626513	8.961944525	8.846401447	8.835719311
Myb	9.562217303	11.33150576	10.74682336	9.558287585	7.921442323	7.384802338	7.323158583	7.634022396	7.745668251	8.247359222	7.930321206	8.15154967	8.458995808	8.583258406	8.658110331	8.645406779	8.99371528	9.378158946	9.929476076	10.59678068	9.847681976	8.78654694	7.136614244	6.7372915	5.89809937	5.947014152	6.438640587	7.199359396	7.309516397	7.481154184	8.064291116	8.171280958	8.152988671	8.476426865	9.077094275	9.196337268	8.113042442	8.432170747	9.015618	8.972975756	10.75618507	9.185864889	7.395264326	8.191409625	8.575037698	8.619013082	8.675239236	9.094778158	10.34732056	8.371076472	5.978633926	7.236327081	7.803755596	8.314551899	8.407593584	8.726510649	8.332612528	8.777240255
Myd88	9.276683002	9.164890976	9.50832165	9.785250948	9.394200058	9.477347927	9.392273397	9.283994386	9.277071346	9.373672348	9.563190209	9.77501189	9.60089425	9.40167387	9.347302856	9.340787623	9.253886663	9.33863063	9.819037022	10.73679107	10.60868016	10.103676	9.774567119	9.82591994	9.959104032	9.850400221	10.23034968	10.48961399	10.5419676	10.45400966	10.07579746	9.557335692	9.720167295	9.568214273	9.923104528	9.220694411	9.973432315	9.844640426	10.20094182	9.570573761	9.151406708	9.814214937	9.342184614	9.57963159	9.536865511	9.439023335	9.291790712	9.258968778	10.61193486	10.093518	9.875668545	10.58440961	10.46933975	10.02528084	9.855427657	9.720925904	10.11087401	10.15307167
Myo10	7.376207937	7.515259362	7.150794229	8.196001071	8.598549812	7.920129722	7.759750811	7.155114455	6.358596291	5.568883089	6.567269116	6.523410067	6.102990219	6.329005556	6.300422369	5.885280436	6.331479556	6.118648436	7.330737815	7.097111462	7.600697113	8.252646041	9.094641009	8.320910899	8.337792323	8.014012636	7.593216455	7.360977594	7.619134514	8.26485881	8.704907628	8.48072516	8.56806297	8.350969038	8.555972044	9.20311164	8.558674994	8.709639091	8.744898894	9.633831605	7.393553855	8.309497194	7.732754204	6.906077162	6.245495245	6.045263736	6.220865562	6.097677371	7.390312493	8.328348225	8.243446753	7.67615701	8.060408834	8.245966335	8.447975701	8.326500842	8.184205702	8.25965234
Myo18a	8.560825894	8.411316729	6.664157229	6.128430946	5.779895986	6.104387835	6.380473225	6.872818447	6.847597836	7.562170764	7.97464754	7.805538556	7.913333118	7.933617278	7.676504254	7.719868498	8.04659407	7.789843704	8.409865971	8.182518091	6.692269103	5.782992584	5.763505726	6.281323578	6.250715834	6.31282272	6.370009083	6.664569713	7.160832051	7.261620246	7.259141498	7.133935661	7.50904267	7.392958296	7.274579854	8.021168789	7.137197353	7.302823028	6.991634964	7.654907173	8.075058945	6.027911133	6.600546347	7.297717017	7.746588242	7.83175498	7.930474914	7.837840499	8.171013071	6.012163868	5.960566202	7.115591992	7.05700619	7.171534686	7.39494275	7.414329259	7.361270434	7.299353083
Myo6	7.120260433	6.386873838	5.006019554	4.617204191	4.374789362	4.678471575	4.351115722	4.47570955	4.321928095	6.370463969	5.853547305	5.013385565	4.321928095	4.576400713	4.321928095	4.321928095	4.339490466	4.46631318	8.304978803	9.378765115	7.995849582	5.914680433	5.082246866	4.71480219	4.321928095	4.466348601	5.160962239	6.708841875	5.583214565	5.077742609	4.692058922	4.321928095	4.409065535	4.321928095	6.88621946	5.466703217	4.321928095	4.321928095	6.438577972	5.239853426	6.324237989	4.457211989	4.321928095	5.547251609	6.491099556	6.398552439	4.321928095	4.63542012	8.747476575	5.773973827	4.492244168	5.952257156	5.457154825	5.490385101	4.984240031	6.449620825	5.16824865	6.532687318
Naca	12.62006655	12.53641254	12.50597042	12.68796229	12.83635351	12.95316007	12.8719428	12.90406266	12.89198586	12.83569181	12.76760985	12.75207576	12.62805044	12.61861493	12.54253627	12.7901771	12.57691985	12.64792035	12.66618979	12.51759014	12.47464986	12.64078862	12.66493101	12.71593446	13.02756707	13.02144482	13.07917704	13.01796245	12.96673172	12.93144321	12.85874088	12.8603712	12.86084928	12.82284332	12.71265099	12.69857987	12.81415638	12.82732909	12.81099486	12.53051078	12.71006915	12.57315817	12.96622413	13.01405751	12.87609974	12.93517818	12.72345472	12.75965389	12.69583707	12.79116038	12.97179144	13.0062604	12.95420962	12.98699979	12.86514256	12.81975486	12.88216985	12.8215481
Naga	7.515203895	7.645039976	7.485083226	6.63187294	5.754590577	5.891030364	5.767152303	5.925132572	6.03814759	5.898678426	6.448158653	6.507400232	6.160006669	6.13685394	6.210868527	6.223518064	6.215065372	6.554342151	7.493637201	7.460452967	7.231797155	6.659233876	6.348989647	6.200707944	6.019322249	5.676300795	5.96980089	6.1497974	6.2126039	6.421470665	6.107505483	6.362987941	6.276701992	6.388212033	6.376380736	7.204263019	6.378539664	6.488455893	6.292159353	7.054633396	7.638004197	6.678246655	5.979638701	6.133046732	6.411824661	6.075718905	6.173587823	6.12017235	7.77975918	6.550669672	5.98273947	6.08467845	6.477421197	5.707520919	6.273624356	6.253834608	6.233002714	6.329730581
Narf	7.777614543	7.516636469	7.098610702	5.323586041	5.056935991	5.31165848	5.061565943	5.441461044	5.636020388	6.234028454	6.525162945	6.557138259	7.021747427	7.44428342	7.333929255	7.432058191	7.457302877	7.515471515	7.840694836	7.417565677	6.832308657	5.291282963	5.165442241	5.413108453	5.531531747	5.795299347	5.766980206	6.053196361	6.157992352	6.173695831	5.985742646	6.45113282	6.591474778	6.806861268	6.533109363	7.017098991	6.475020857	6.859519264	6.797167361	7.467647141	7.507836997	5.65765547	4.662816132	6.195781185	6.635400559	6.766377737	7.151404517	7.435378205	7.625319917	5.82238306	5.508691426	5.505278317	6.472425547	5.934361206	6.393725387	6.695102668	6.415079866	6.843084033
Ncdn	8.132493352	7.981896261	8.483738973	9.304313238	9.056820748	9.215087586	8.888300969	8.840975871	8.880285124	8.555112605	8.780753823	8.703135729	8.44023472	8.552059632	8.63967868	8.502017667	8.56471603	8.279992028	8.369106449	8.203853007	8.388192798	9.290018969	8.947380876	8.966725141	8.724332642	8.801559973	8.610453639	8.55684667	8.562371353	8.5715974	8.415291735	8.124523498	8.233530308	7.889945068	8.180502393	7.719585436	8.219388304	8.026937625	8.044180122	7.606546301	8.104311345	9.285931321	8.957148014	8.927832156	8.809680468	8.669970132	8.547656071	8.550497028	8.026900806	9.003114572	8.72183935	8.715578252	8.463730016	8.054474896	8.316754284	8.250667737	8.298068833	8.156207814
Ncf1	4.881887873	5.002403316	4.817978512	4.321928095	5.070643944	5.055866105	5.278214565	4.40642387	5.203919787	5.422278901	6.678036488	7.518191071	7.721143153	8.35759754	8.173090961	8.097706703	7.652798958	7.838670422	4.453458627	4.582659073	4.874823517	4.555887728	5.059918312	5.2866508	4.698829498	4.473840036	4.323793744	4.321928095	4.470245839	5.413809184	5.017808881	6.449050691	5.488672016	6.571040301	4.321928095	4.93102143	5.584222059	6.501754489	4.321928095	4.449430959	4.734282107	4.809675021	4.321928095	6.386236169	7.265710798	7.442042838	7.958133588	8.099798324	4.647293125	5.010937691	4.516053137	4.664282497	5.31417895	5.142154876	5.574164431	5.11912135	5.700383301	4.537582733
Nck2	8.856107261	8.331733204	8.087433703	7.070905606	5.713421899	6.595526673	6.415997524	6.758871275	6.95840103	6.881700627	6.8163636	6.85065096	7.055206263	6.865022571	6.801991378	7.142521361	6.867481161	7.2322971	8.96757172	8.399099561	7.855746441	7.008639805	6.188823191	6.391587606	6.28523721	6.645722387	6.761451246	6.608343734	6.56188056	6.228839829	6.862851985	6.847037952	6.866833615	6.95649465	6.649546059	7.06878271	7.08006957	7.099693495	7.093256721	7.327062468	8.640191792	6.762377624	6.501210295	7.505364617	6.859920387	6.820843957	6.909737148	7.037381477	8.599997231	6.796298592	6.412416341	6.724900873	6.468024034	6.662126819	6.783375078	6.88382979	7.03602851	7.157799214
